49057016.410368 2.373737 -2.474747 0 0 0.100000 0.5 
61576734.213649 2.272727 -2.373737 0 0 0.100000 0.5 
77230933.352987 2.171717 -2.272727 0 0 0.100000 0.5 
45190777.142942 2.272727 -2.272727 0 0 0.100000 0.5 
96782875.146973 2.070707 -2.171717 0 0 0.100000 0.5 
56655892.189307 2.171717 -2.171717 0 0 0.100000 0.5 
121172402.592119 1.969697 -2.070707 0 0 0.100000 0.5 
70966781.782841 2.070707 -2.070707 0 0 0.100000 0.5 
151554313.697419 1.868687 -1.969697 0 0 0.100000 0.5 
88806749.746780 1.969697 -1.969697 0 0 0.100000 0.5 
189341976.050188 1.767677 -1.868687 0 0 0.100000 0.5 
111012860.671796 1.868687 -1.868687 0 0 0.100000 0.5 
236255822.440500 1.666667 -1.767677 0 0 0.100000 0.5 
138607972.153685 1.767677 -1.767677 0 0 0.100000 0.5 
294380739.714207 1.565657 -1.666667 0 0 0.100000 0.5 
172833907.348933 1.666667 -1.666667 0 0 0.100000 0.5 
366220190.527397 1.464646 -1.565657 0 0 0.100000 0.5 
215189034.645271 1.565657 -1.565657 0 0 0.100000 0.5 
43346269.592215 1.262626 -1.464646 0 0 0.100000 0.5 
454754152.859528 1.363636 -1.464646 0 0 0.100000 0.5 
267466292.357343 1.464646 -1.464646 0 0 0.100000 0.5 
53644301.808945 1.161616 -1.363636 0 0 0.100000 0.5 
563479066.700390 1.262626 -1.363636 0 0 0.100000 0.5 
331784015.999939 1.363636 -1.363636 0 0 0.100000 0.5 
66203387.174578 1.060606 -1.262626 0 0 0.100000 0.5 
696418585.751750 1.161616 -1.262626 0 0 0.100000 0.5 
410607926.751815 1.262626 -1.262626 0 0 0.100000 0.5 
45870523.147565 0.757576 -1.161616 0 0 0.100000 0.5 
81424850.111951 0.959596 -1.161616 0 0 0.100000 0.5 
858074713.083083 1.060606 -1.161616 0 0 0.100000 0.5 
506738546.966572 1.161616 -1.161616 0 0 0.100000 0.5 
55881683.503933 0.656566 -1.060606 0 0 0.100000 0.5 
99724163.482462 0.858586 -1.060606 0 0 0.100000 0.5 
1053261586.546744 0.959596 -1.060606 0 0 0.100000 0.5 
623247721.810606 1.060606 -1.060606 0 0 0.100000 0.5 
67617317.722199 0.555556 -0.959596 0 0 0.100000 0.5 
121488785.368632 0.757576 -0.959596 0 0 0.100000 0.5 
1286749562.856316 0.858586 -0.959596 0 0 0.100000 0.5 
763315592.407707 0.959596 -0.959596 0 0 0.100000 0.5 
81104944.581700 0.454545 -0.858586 0 0 0.100000 0.5 
147002475.316919 0.656566 -0.858586 0 0 0.100000 0.5 
1562601672.516696 0.757576 -0.858586 0 0 0.100000 0.5 
929907867.222762 0.858586 -0.858586 0 0 0.100000 0.5 
96185255.304654 0.353535 -0.757576 0 0 0.100000 0.5 
176325060.141172 0.555556 -0.757576 0 0 0.100000 0.5 
1883041665.076838 0.656566 -0.757576 0 0 0.100000 0.5 
1125196518.210621 0.757576 -0.757576 0 0 0.100000 0.5 
112405739.340858 0.252525 -0.656566 0 0 0.100000 0.5 
209110196.841363 0.454545 -0.656566 0 0 0.100000 0.5 
2246696136.145357 0.555556 -0.656566 0 0 0.100000 0.5 
1349639475.909499 0.656566 -0.656566 0 0 0.100000 0.5 
47107509.596504 0.959596 -0.656566 0 0 0.100000 0.5 
128907712.220371 0.151515 -0.555556 0 0 0.100000 0.5 
244374111.242065 0.353535 -0.555556 0 0 0.100000 0.5 
